research_no,id,hotel_name,prefecture,area,station,venueId,venueNumber,venue_name,rank,genre,jalan_url,jalan_hotel_name,verification_status,name_similarity,prefecture_match,station_match,verification_note,search_url,candidate_url,checked_at,error
239,stage-080-2,コンフォートホテル横浜関内,神奈川県,関内・伊勢佐木長者町,関内,stage-080,80,横浜BUNTAI,2,stage,https://www.jalan.net/yad332780/,コンフォートホテル横浜関内,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%82%B3%E3%83%B3%E3%83%95%E3%82%A9%E3%83%BC%E3%83%88%E3%83%9B%E3%83%86%E3%83%AB%E6%A8%AA%E6%B5%9C%E9%96%A2%E5%86%85%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad332780/,2026-08-08T16:27:43+09:00,
240,stage-080-3,ダイワロイネットホテル横浜公園,神奈川県,関内・伊勢佐木長者町,日本大通り・関内,stage-080,80,横浜BUNTAI,3,stage,https://www.jalan.net/yad385556/,ダイワロイネットホテル横浜公園,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%80%E3%82%A4%E3%83%AF%E3%83%AD%E3%82%A4%E3%83%8D%E3%83%83%E3%83%88%E3%83%9B%E3%83%86%E3%83%AB%E6%A8%AA%E6%B5%9C%E5%85%AC%E5%9C%92%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad385556/,2026-08-08T16:27:46+09:00,
241,stage-081-1,ホテルJALシティ関内 横浜,神奈川県,関内・馬車道,日本大通り,stage-081,81,関内ホール 大ホール,1,stage,https://www.jalan.net/yad362892/,ホテルＪＡＬシティ関内横浜,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%ABJAL%E3%82%B7%E3%83%86%E3%82%A3%E9%96%A2%E5%86%85%20%E6%A8%AA%E6%B5%9C%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad362892/,2026-08-08T16:27:40+09:00,
242,stage-081-2,コンフォートホテル横浜関内,神奈川県,関内・馬車道,関内,stage-081,81,関内ホール 大ホール,2,stage,https://www.jalan.net/yad332780/,コンフォートホテル横浜関内,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%82%B3%E3%83%B3%E3%83%95%E3%82%A9%E3%83%BC%E3%83%88%E3%83%9B%E3%83%86%E3%83%AB%E6%A8%AA%E6%B5%9C%E9%96%A2%E5%86%85%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad332780/,2026-08-08T16:27:43+09:00,
243,stage-081-3,ダイワロイネットホテル横浜公園,神奈川県,関内・馬車道,日本大通り・関内,stage-081,81,関内ホール 大ホール,3,stage,https://www.jalan.net/yad385556/,ダイワロイネットホテル横浜公園,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%80%E3%82%A4%E3%83%AF%E3%83%AD%E3%82%A4%E3%83%8D%E3%83%83%E3%83%88%E3%83%9B%E3%83%86%E3%83%AB%E6%A8%AA%E6%B5%9C%E5%85%AC%E5%9C%92%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad385556/,2026-08-08T16:27:46+09:00,
244,stage-082-1,ホテルJALシティ関内 横浜,神奈川県,関内・馬車道,日本大通り,stage-082,82,関内ホール 小ホール,1,stage,https://www.jalan.net/yad362892/,ホテルＪＡＬシティ関内横浜,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%ABJAL%E3%82%B7%E3%83%86%E3%82%A3%E9%96%A2%E5%86%85%20%E6%A8%AA%E6%B5%9C%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad362892/,2026-08-08T16:27:40+09:00,
245,stage-082-2,コンフォートホテル横浜関内,神奈川県,関内・馬車道,関内,stage-082,82,関内ホール 小ホール,2,stage,https://www.jalan.net/yad332780/,コンフォートホテル横浜関内,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%82%B3%E3%83%B3%E3%83%95%E3%82%A9%E3%83%BC%E3%83%88%E3%83%9B%E3%83%86%E3%83%AB%E6%A8%AA%E6%B5%9C%E9%96%A2%E5%86%85%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad332780/,2026-08-08T16:27:43+09:00,
246,stage-082-3,ダイワロイネットホテル横浜公園,神奈川県,関内・馬車道,日本大通り・関内,stage-082,82,関内ホール 小ホール,3,stage,https://www.jalan.net/yad385556/,ダイワロイネットホテル横浜公園,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%80%E3%82%A4%E3%83%AF%E3%83%AD%E3%82%A4%E3%83%8D%E3%83%83%E3%83%88%E3%83%9B%E3%83%86%E3%83%AB%E6%A8%AA%E6%B5%9C%E5%85%AC%E5%9C%92%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad385556/,2026-08-08T16:27:46+09:00,
247,stage-083-1,横浜桜木町ワシントンホテル,神奈川県,馬車道・みなとみらい,桜木町,stage-083,83,横浜赤レンガ倉庫1号館 3Fホール,1,stage,https://www.jalan.net/yad322644/,横浜桜木町ワシントンホテル,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E6%A8%AA%E6%B5%9C%E6%A1%9C%E6%9C%A8%E7%94%BA%E3%83%AF%E3%82%B7%E3%83%B3%E3%83%88%E3%83%B3%E3%83%9B%E3%83%86%E3%83%AB%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad322644/,2026-08-08T16:27:30+09:00,
248,stage-083-2,ニューオータニイン横浜プレミアム,神奈川県,馬車道・みなとみらい,桜木町,stage-083,83,横浜赤レンガ倉庫1号館 3Fホール,2,stage,https://www.jalan.net/yad362198/,ニューオータニイン横浜プレミアム,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%AA%E3%83%BC%E3%82%BF%E3%83%8B%E3%82%A4%E3%83%B3%E6%A8%AA%E6%B5%9C%E3%83%97%E3%83%AC%E3%83%9F%E3%82%A2%E3%83%A0%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad362198/,2026-08-08T16:27:34+09:00,
249,stage-083-3,相鉄フレッサイン 横浜桜木町,神奈川県,馬車道・みなとみらい,馬車道,stage-083,83,横浜赤レンガ倉庫1号館 3Fホール,3,stage,https://www.jalan.net/yad369618/,相鉄フレッサイン横浜桜木町,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E7%9B%B8%E9%89%84%E3%83%95%E3%83%AC%E3%83%83%E3%82%B5%E3%82%A4%E3%83%B3%20%E6%A8%AA%E6%B5%9C%E6%A1%9C%E6%9C%A8%E7%94%BA%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad369618/,2026-08-08T16:27:37+09:00,
250,stage-084-1,横浜桜木町ワシントンホテル,神奈川県,桜木町・みなとみらい,桜木町,stage-084,84,横浜ランドマークホール,1,stage,https://www.jalan.net/yad322644/,横浜桜木町ワシントンホテル,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E6%A8%AA%E6%B5%9C%E6%A1%9C%E6%9C%A8%E7%94%BA%E3%83%AF%E3%82%B7%E3%83%B3%E3%83%88%E3%83%B3%E3%83%9B%E3%83%86%E3%83%AB%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad322644/,2026-08-08T16:27:30+09:00,
251,stage-084-2,ニューオータニイン横浜プレミアム,神奈川県,桜木町・みなとみらい,桜木町,stage-084,84,横浜ランドマークホール,2,stage,https://www.jalan.net/yad362198/,ニューオータニイン横浜プレミアム,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%AA%E3%83%BC%E3%82%BF%E3%83%8B%E3%82%A4%E3%83%B3%E6%A8%AA%E6%B5%9C%E3%83%97%E3%83%AC%E3%83%9F%E3%82%A2%E3%83%A0%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad362198/,2026-08-08T16:27:34+09:00,
252,stage-084-3,相鉄フレッサイン 横浜桜木町,神奈川県,桜木町・みなとみらい,馬車道,stage-084,84,横浜ランドマークホール,3,stage,https://www.jalan.net/yad369618/,相鉄フレッサイン横浜桜木町,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E7%9B%B8%E9%89%84%E3%83%95%E3%83%AC%E3%83%83%E3%82%B5%E3%82%A4%E3%83%B3%20%E6%A8%AA%E6%B5%9C%E6%A1%9C%E6%9C%A8%E7%94%BA%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad369618/,2026-08-08T16:27:37+09:00,
253,stage-085-1,メルキュール横須賀,神奈川県,汐入・横須賀中央,汐入,stage-085,85,横須賀芸術劇場,1,stage,https://www.jalan.net/yad364572/,メルキュールホテル横須賀,verified_fuzzy,0.8571,True,True,hotel name is a fuzzy/renamed match; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%A1%E3%83%AB%E3%82%AD%E3%83%A5%E3%83%BC%E3%83%AB%E6%A8%AA%E9%A0%88%E8%B3%80%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad364572/,2026-08-08T16:27:49+09:00,
254,stage-085-2,ホテルニューヨコスカ,神奈川県,汐入・横須賀中央,横須賀中央,stage-085,85,横須賀芸術劇場,2,stage,https://www.jalan.net/yad325291/,横須賀を体感。アメリカンムード漂う ホテルニューヨコスカ,verified,0.97,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%AB%E3%83%8B%E3%83%A5%E3%83%BC%E3%83%A8%E3%82%B3%E3%82%B9%E3%82%AB%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad325291/,2026-08-08T16:27:53+09:00,
255,stage-085-3,セントラルホテル横須賀,神奈川県,汐入・横須賀中央,横須賀中央,stage-085,85,横須賀芸術劇場,3,stage,https://www.jalan.net/yad308664/,セントラルホテル 横須賀,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%82%BB%E3%83%B3%E3%83%88%E3%83%A9%E3%83%AB%E3%83%9B%E3%83%86%E3%83%AB%E6%A8%AA%E9%A0%88%E8%B3%80%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad308664/,2026-08-08T16:27:56+09:00,
256,stage-086-1,メルキュール横須賀,神奈川県,汐入・横須賀中央,汐入,stage-086,86,ヨコスカ・ベイサイド・ポケット,1,stage,https://www.jalan.net/yad364572/,メルキュールホテル横須賀,verified_fuzzy,0.8571,True,True,hotel name is a fuzzy/renamed match; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%A1%E3%83%AB%E3%82%AD%E3%83%A5%E3%83%BC%E3%83%AB%E6%A8%AA%E9%A0%88%E8%B3%80%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad364572/,2026-08-08T16:27:49+09:00,
257,stage-086-2,ホテルニューヨコスカ,神奈川県,汐入・横須賀中央,横須賀中央,stage-086,86,ヨコスカ・ベイサイド・ポケット,2,stage,https://www.jalan.net/yad325291/,横須賀を体感。アメリカンムード漂う ホテルニューヨコスカ,verified,0.97,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%AB%E3%83%8B%E3%83%A5%E3%83%BC%E3%83%A8%E3%82%B3%E3%82%B9%E3%82%AB%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad325291/,2026-08-08T16:27:53+09:00,
258,stage-086-3,セントラルホテル横須賀,神奈川県,汐入・横須賀中央,横須賀中央,stage-086,86,ヨコスカ・ベイサイド・ポケット,3,stage,https://www.jalan.net/yad308664/,セントラルホテル 横須賀,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%82%BB%E3%83%B3%E3%83%88%E3%83%A9%E3%83%AB%E3%83%9B%E3%83%86%E3%83%AB%E6%A8%AA%E9%A0%88%E8%B3%80%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad308664/,2026-08-08T16:27:56+09:00,
259,stage-087-1,川崎日航ホテル,神奈川県,川崎,川崎,stage-087,87,カルッツかわさき ホール,1,stage,https://www.jalan.net/yad322153/,川崎日航ホテル,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E5%B7%9D%E5%B4%8E%E6%97%A5%E8%88%AA%E3%83%9B%E3%83%86%E3%83%AB%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad322153/,2026-08-08T16:27:59+09:00,
260,stage-087-2,JR東日本ホテルメッツ 川崎,神奈川県,川崎,川崎,stage-087,87,カルッツかわさき ホール,2,stage,https://www.jalan.net/yad319398/,JR東日本ホテルメッツ 川崎,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22JR%E6%9D%B1%E6%97%A5%E6%9C%AC%E3%83%9B%E3%83%86%E3%83%AB%E3%83%A1%E3%83%83%E3%83%84%20%E5%B7%9D%E5%B4%8E%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad319398/,2026-08-08T16:28:02+09:00,
261,stage-087-3,相鉄フレッサイン 川崎駅東口,神奈川県,川崎,川崎,stage-087,87,カルッツかわさき ホール,3,stage,https://www.jalan.net/yad364516/,相鉄フレッサイン 川崎駅東口,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E7%9B%B8%E9%89%84%E3%83%95%E3%83%AC%E3%83%83%E3%82%B5%E3%82%A4%E3%83%B3%20%E5%B7%9D%E5%B4%8E%E9%A7%85%E6%9D%B1%E5%8F%A3%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad364516/,2026-08-08T16:28:04+09:00,
262,stage-088-1,川崎日航ホテル,神奈川県,川崎,川崎,stage-088,88,CLUB CITTA',1,stage,https://www.jalan.net/yad322153/,川崎日航ホテル,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E5%B7%9D%E5%B4%8E%E6%97%A5%E8%88%AA%E3%83%9B%E3%83%86%E3%83%AB%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad322153/,2026-08-08T16:27:59+09:00,
263,stage-088-2,JR東日本ホテルメッツ 川崎,神奈川県,川崎,川崎,stage-088,88,CLUB CITTA',2,stage,https://www.jalan.net/yad319398/,JR東日本ホテルメッツ 川崎,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22JR%E6%9D%B1%E6%97%A5%E6%9C%AC%E3%83%9B%E3%83%86%E3%83%AB%E3%83%A1%E3%83%83%E3%83%84%20%E5%B7%9D%E5%B4%8E%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad319398/,2026-08-08T16:28:02+09:00,
264,stage-088-3,相鉄フレッサイン 川崎駅東口,神奈川県,川崎,川崎,stage-088,88,CLUB CITTA',3,stage,https://www.jalan.net/yad364516/,相鉄フレッサイン 川崎駅東口,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E7%9B%B8%E9%89%84%E3%83%95%E3%83%AC%E3%83%83%E3%82%B5%E3%82%A4%E3%83%B3%20%E5%B7%9D%E5%B4%8E%E9%A7%85%E6%9D%B1%E5%8F%A3%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad364516/,2026-08-08T16:28:04+09:00,
265,stage-089-1,ホテルモリノ新百合丘,神奈川県,新百合ヶ丘,新百合ヶ丘,stage-089,89,川崎市アートセンター アルテリオ小劇場,1,stage,https://www.jalan.net/yad319930/,ホテルモリノ新百合丘,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%AB%E3%83%A2%E3%83%AA%E3%83%8E%E6%96%B0%E7%99%BE%E5%90%88%E4%B8%98%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad319930/,2026-08-08T16:28:07+09:00,
266,stage-089-2,ホテルリソル町田,神奈川県,新百合ヶ丘,町田,stage-089,89,川崎市アートセンター アルテリオ小劇場,2,stage,https://www.jalan.net/yad306138/,ホテルリソル町田,verified,1.0,False,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%AB%E3%83%AA%E3%82%BD%E3%83%AB%E7%94%BA%E7%94%B0%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad306138/,2026-08-08T16:28:10+09:00,
