research_no,id,hotel_name,prefecture,station,jalan_url,jalan_hotel_name,verification_status,live_h1,live_title,name_similarity,prefecture_on_page,audit_status,error
370,stage-124-1,東横INN群馬太田駅南口,群馬県,太田,https://www.jalan.net/yad371125/,東横ＩＮＮ群馬太田駅南口,verified,東横ＩＮＮ群馬太田駅南口の施設概要,東横ＩＮＮ群馬太田駅南口 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
371,stage-124-2,ホテルルートインGrand太田駅前,群馬県,太田,https://www.jalan.net/yad375883/,ホテルルートインＧｒａｎｄ太田駅前,verified,ホテルルートインＧｒａｎｄ太田駅前の施設概要,ホテルルートインＧｒａｎｄ太田駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
372,stage-124-3,太田グランドホテル,群馬県,太田,https://www.jalan.net/yad380626/,太田グランドホテル Ohta Grand Hotel,verified,太田グランドホテル Ohta Grand Hotelの施設概要,太田グランドホテル Ohta Grand Hotel - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
373,stage-125-1,東横INN桐生駅南口,群馬県,桐生,https://www.jalan.net/yad332423/,東横ＩＮＮ桐生駅南口,verified,東横ＩＮＮ桐生駅南口の施設概要,東横ＩＮＮ桐生駅南口 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
374,stage-125-2,エースホテル,群馬県,桐生,https://www.jalan.net/yad334335/,庭の、桐生エースホテル,verified,庭の、桐生エースホテルの施設概要,庭の、桐生エースホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
375,stage-125-3,パークイン桐生,群馬県,桐生,https://www.jalan.net/yad327116/,パークイン桐生,verified,パークイン桐生の施設概要,パークイン桐生 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
376,stage-126-1,JRイン札幌北2条,北海道,札幌・大通,https://www.jalan.net/yad367273/,ＪＲイン札幌北２条,verified,ＪＲイン札幌北２条の施設概要,ＪＲイン札幌北２条 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
377,stage-126-2,ザ ノット 札幌,北海道,大通・すすきの,https://www.jalan.net/yad349825/,THE KNOT SAPPORO （ザ ノット 札幌）,verified,THE KNOT SAPPORO （ザ ノット 札幌）の施設概要,THE KNOT SAPPORO （ザ ノット 札幌） - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
378,stage-126-3,札幌ビューホテル大通公園,北海道,大通,https://www.jalan.net/yad324274/,札幌ビューホテル大通公園,verified,札幌ビューホテル大通公園の施設概要,札幌ビューホテル大通公園 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
379,stage-127-1,JRイン札幌北2条,北海道,札幌・大通,https://www.jalan.net/yad367273/,ＪＲイン札幌北２条,verified,ＪＲイン札幌北２条の施設概要,ＪＲイン札幌北２条 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
380,stage-127-2,ザ ノット 札幌,北海道,大通・すすきの,https://www.jalan.net/yad349825/,THE KNOT SAPPORO （ザ ノット 札幌）,verified,THE KNOT SAPPORO （ザ ノット 札幌）の施設概要,THE KNOT SAPPORO （ザ ノット 札幌） - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
381,stage-127-3,札幌ビューホテル大通公園,北海道,大通,https://www.jalan.net/yad324274/,札幌ビューホテル大通公園,verified,札幌ビューホテル大通公園の施設概要,札幌ビューホテル大通公園 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
382,stage-128-1,JRイン札幌北2条,北海道,札幌・大通,https://www.jalan.net/yad367273/,ＪＲイン札幌北２条,verified,ＪＲイン札幌北２条の施設概要,ＪＲイン札幌北２条 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
383,stage-128-2,ザ ノット 札幌,北海道,大通・すすきの,https://www.jalan.net/yad349825/,THE KNOT SAPPORO （ザ ノット 札幌）,verified,THE KNOT SAPPORO （ザ ノット 札幌）の施設概要,THE KNOT SAPPORO （ザ ノット 札幌） - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
384,stage-128-3,札幌ビューホテル大通公園,北海道,大通,https://www.jalan.net/yad324274/,札幌ビューホテル大通公園,verified,札幌ビューホテル大通公園の施設概要,札幌ビューホテル大通公園 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
385,stage-129-1,JRイン札幌北2条,北海道,札幌・大通,https://www.jalan.net/yad367273/,ＪＲイン札幌北２条,verified,ＪＲイン札幌北２条の施設概要,ＪＲイン札幌北２条 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
386,stage-129-2,ザ ノット 札幌,北海道,大通・すすきの,https://www.jalan.net/yad349825/,THE KNOT SAPPORO （ザ ノット 札幌）,verified,THE KNOT SAPPORO （ザ ノット 札幌）の施設概要,THE KNOT SAPPORO （ザ ノット 札幌） - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
387,stage-129-3,札幌ビューホテル大通公園,北海道,大通,https://www.jalan.net/yad324274/,札幌ビューホテル大通公園,verified,札幌ビューホテル大通公園の施設概要,札幌ビューホテル大通公園 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
388,stage-130-1,ベッセルイン札幌中島公園,北海道,中島公園,https://www.jalan.net/yad382870/,ベッセルイン札幌中島公園,verified,ベッセルイン札幌中島公園の施設概要,ベッセルイン札幌中島公園 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
389,stage-130-2,イビススタイルズ札幌,北海道,中島公園,https://www.jalan.net/yad342812/,イビススタイルズ札幌,verified,イビススタイルズ札幌の施設概要,イビススタイルズ札幌 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
390,stage-130-3,ホテルマイステイズ札幌中島公園,北海道,中島公園,https://www.jalan.net/yad327707/,ホテルマイステイズ札幌中島公園,verified,ホテルマイステイズ札幌中島公園の施設概要,ホテルマイステイズ札幌中島公園 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
391,stage-131-1,JRイン旭川,北海道,旭川,https://www.jalan.net/yad327682/,ＪＲイン旭川,verified,ＪＲイン旭川の施設概要,ＪＲイン旭川 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
392,stage-131-2,ホテルウィングインターナショナル旭川駅前,北海道,旭川,https://www.jalan.net/yad326154/,KOKO HOTEL 旭川駅前（旧 ホテルウィング旭川駅前）,rebranded_current_page,KOKO HOTEL 旭川駅前（旧 ホテルウィング旭川駅前）の施設概要,KOKO HOTEL 旭川駅前（旧 ホテルウィング旭川駅前） - 宿泊予約は＜じゃらんnet＞,0.2105,True,suspect,
393,stage-131-3,ワイズホテル旭川駅前,北海道,旭川,https://www.jalan.net/yad367376/,ワイズホテル旭川駅前,verified,ワイズホテル旭川駅前の施設概要,ワイズホテル旭川駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
394,stage-132-1,JRイン函館,北海道,函館,https://www.jalan.net/yad319815/,ＪＲイン函館,verified,ＪＲイン函館の施設概要,ＪＲイン函館 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
395,stage-132-2,プレミアホテル-CABIN PRESIDENT-函館,北海道,函館,https://www.jalan.net/yad327575/,プレミアホテル−CABIN PRESIDENT−函館,verified,プレミアホテル−CABIN PRESIDENT−函館の施設概要,プレミアホテル−CABIN PRESIDENT−函館 - 宿泊予約は＜じゃらんnet＞,0.8679,True,likely_match,
396,stage-132-3,東横INN北海道函館駅前朝市,北海道,函館,https://www.jalan.net/yad388704/,東横ＩＮＮ函館駅前朝市,verified_fuzzy,東横ＩＮＮ函館駅前朝市の施設概要,東横ＩＮＮ函館駅前朝市 - 宿泊予約は＜じゃらんnet＞,0.7333,True,review_name,
397,stage-133-1,JRイン帯広,北海道,帯広,,,closed_no_current_link,,,,,no_url,
398,stage-133-2,リッチモンドホテル帯広駅前,北海道,帯広,https://www.jalan.net/yad352474/,リッチモンドホテル帯広駅前,verified,リッチモンドホテル帯広駅前の施設概要,リッチモンドホテル帯広駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
399,stage-133-3,ホテルグランテラス帯広,北海道,帯広,https://www.jalan.net/yad310153/,薬湯風呂 ホテルグランテラス帯広（BBHホテルグループ）,manual_verified,薬湯風呂 ホテルグランテラス帯広（BBHホテルグループ）の施設概要,薬湯風呂 ホテルグランテラス帯広（BBHホテルグループ） - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
400,stage-134-1,ANAクラウンプラザホテル釧路,北海道,釧路,https://www.jalan.net/yad311807/,ANAクラウンプラザホテル釧路 by IHG,verified,ANAクラウンプラザホテル釧路 by IHGの施設概要,ANAクラウンプラザホテル釧路 by IHG - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
401,stage-134-2,コンフォートホテル釧路,北海道,釧路,https://www.jalan.net/yad338020/,コンフォートホテル釧路,verified,コンフォートホテル釧路の施設概要,コンフォートホテル釧路 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
402,stage-134-3,スーパーホテル釧路駅前,北海道,釧路,https://www.jalan.net/yad360972/,スーパーホテル釧路駅前 天然温泉 白鳥の湯,verified,スーパーホテル釧路駅前 天然温泉 白鳥の湯の施設概要,スーパーホテル釧路駅前 天然温泉 白鳥の湯 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
403,stage-135-1,ホテルJALシティ仙台,宮城県,仙台,https://www.jalan.net/yad317271/,ホテルJALシティ仙台,verified,ホテルJALシティ仙台の施設概要,ホテルJALシティ仙台 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
404,stage-135-2,ダイワロイネットホテル仙台西口 PREMIER,宮城県,仙台,https://www.jalan.net/yad377180/,ダイワロイネットホテル仙台西口 PREMIER,verified,ダイワロイネットホテル仙台西口 PREMIERの施設概要,ダイワロイネットホテル仙台西口 PREMIER - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
405,stage-135-3,コンフォートホテル仙台西口,宮城県,仙台,https://www.jalan.net/yad385284/,コンフォートホテル仙台西口,verified,コンフォートホテル仙台西口の施設概要,コンフォートホテル仙台西口 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
406,stage-136-1,ホテル定禅寺,宮城県,勾当台公園,https://www.jalan.net/yad382812/,ホテル定禅寺,verified,ホテル定禅寺の施設概要,ホテル定禅寺 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
407,stage-136-2,アパホテル〈仙台勾当台公園〉,宮城県,勾当台公園,https://www.jalan.net/yad362752/,アパホテル〈仙台勾当台公園〉,verified,アパホテル〈仙台勾当台公園〉の施設概要,アパホテル〈仙台勾当台公園〉 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
408,stage-136-3,ホテルプレミアムグリーンソブリン,宮城県,勾当台公園,https://www.jalan.net/yad329258/,ホテルプレミアムグリーンソブリン,verified,ホテルプレミアムグリーンソブリンの施設概要,ホテルプレミアムグリーンソブリン - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
409,stage-137-1,仙台ロイヤルパークホテル,宮城県,泉中央・泉区,https://www.jalan.net/yad330751/,仙台ロイヤルパークホテル,verified,仙台ロイヤルパークホテルの施設概要,仙台ロイヤルパークホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
410,stage-137-2,ホテルルートイン仙台泉インター,宮城県,泉区,https://www.jalan.net/yad304664/,ホテルルートイン仙台泉インター,verified,ホテルルートイン仙台泉インターの施設概要,ホテルルートイン仙台泉インター - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
411,stage-137-3,スマイルホテル仙台泉インター,宮城県,泉区,https://www.jalan.net/yad327712/,スマイルホテル仙台泉インター,verified,スマイルホテル仙台泉インターの施設概要,スマイルホテル仙台泉インター - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
412,stage-138-1,ホテル定禅寺,宮城県,勾当台公園,https://www.jalan.net/yad382812/,ホテル定禅寺,verified,ホテル定禅寺の施設概要,ホテル定禅寺 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
413,stage-138-2,アパホテル〈仙台勾当台公園〉,宮城県,勾当台公園,https://www.jalan.net/yad362752/,アパホテル〈仙台勾当台公園〉,verified,アパホテル〈仙台勾当台公園〉の施設概要,アパホテル〈仙台勾当台公園〉 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
414,stage-138-3,ホテルプレミアムグリーンソブリン,宮城県,勾当台公園,https://www.jalan.net/yad329258/,ホテルプレミアムグリーンソブリン,verified,ホテルプレミアムグリーンソブリンの施設概要,ホテルプレミアムグリーンソブリン - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
415,stage-139-1,ホテルグリーンシティ,宮城県,北仙台,https://www.jalan.net/yad313534/,ホテルグリーンシティ,verified,ホテルグリーンシティの施設概要,ホテルグリーンシティ - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
416,stage-139-2,アパホテル〈仙台勾当台公園〉,宮城県,勾当台公園,https://www.jalan.net/yad362752/,アパホテル〈仙台勾当台公園〉,verified,アパホテル〈仙台勾当台公園〉の施設概要,アパホテル〈仙台勾当台公園〉 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
417,stage-139-3,ホテル定禅寺,宮城県,勾当台公園,https://www.jalan.net/yad382812/,ホテル定禅寺,verified,ホテル定禅寺の施設概要,ホテル定禅寺 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
418,stage-140-1,ダイワロイネットホテル郡山駅前,福島県,郡山,https://www.jalan.net/yad340972/,ダイワロイネットホテル郡山駅前,verified,ダイワロイネットホテル郡山駅前の施設概要,ダイワロイネットホテル郡山駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
419,stage-140-2,ホテルグローバルビュー郡山,福島県,郡山,https://www.jalan.net/yad392141/,ホテルグローバルビュー郡山,verified,ホテルグローバルビュー郡山の施設概要,ホテルグローバルビュー郡山 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
420,stage-140-3,コンフォートホテル郡山,福島県,郡山,https://www.jalan.net/yad319852/,コンフォートホテル郡山,verified,コンフォートホテル郡山の施設概要,コンフォートホテル郡山 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
421,stage-141-1,ホテルルートインいわき駅前,福島県,いわき,https://www.jalan.net/yad306494/,ホテルルートインいわき駅前,verified,ホテルルートインいわき駅前の施設概要,ホテルルートインいわき駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
422,stage-141-2,東横INNいわき駅前,福島県,いわき,https://www.jalan.net/yad373085/,東横ＩＮＮいわき駅前,verified,東横ＩＮＮいわき駅前の施設概要,東横ＩＮＮいわき駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
423,stage-141-3,サンライズインいわき,福島県,いわき,https://www.jalan.net/yad368925/,サンライズインいわき,verified,サンライズインいわきの施設概要,サンライズインいわき - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
424,stage-142-1,リッチモンドホテル秋田駅前,秋田県,秋田,https://www.jalan.net/yad371528/,リッチモンドホテル秋田駅前,verified,リッチモンドホテル秋田駅前の施設概要,リッチモンドホテル秋田駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
425,stage-142-2,ホテルメトロポリタン秋田,秋田県,秋田,https://www.jalan.net/yad329656/,ホテルメトロポリタン秋田,verified,ホテルメトロポリタン秋田の施設概要,ホテルメトロポリタン秋田 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
426,stage-142-3,ANAクラウンプラザホテル秋田,秋田県,秋田,https://www.jalan.net/yad313423/,ANAクラウンプラザホテル秋田 by IHG,verified,ANAクラウンプラザホテル秋田 by IHGの施設概要,ANAクラウンプラザホテル秋田 by IHG - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
427,stage-143-1,リッチモンドホテル盛岡駅前,岩手県,盛岡,https://www.jalan.net/yad331739/,リッチモンドホテル盛岡駅前,verified,リッチモンドホテル盛岡駅前の施設概要,リッチモンドホテル盛岡駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
428,stage-143-2,ダイワロイネットホテル盛岡駅前,岩手県,盛岡,https://www.jalan.net/yad351773/,ダイワロイネットホテル盛岡駅前,verified,ダイワロイネットホテル盛岡駅前の施設概要,ダイワロイネットホテル盛岡駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
429,stage-143-3,ホテルメトロポリタン盛岡 NEW WING,岩手県,盛岡,https://www.jalan.net/yad309556/,ホテルメトロポリタン盛岡 ニューウイング,manual_verified,ホテルメトロポリタン盛岡 ニューウイングの施設概要,ホテルメトロポリタン盛岡 ニューウイング - 宿泊予約は＜じゃらんnet＞,0.5581,True,review_name,
430,stage-144-1,リッチモンドホテル盛岡駅前,岩手県,盛岡,https://www.jalan.net/yad331739/,リッチモンドホテル盛岡駅前,verified,リッチモンドホテル盛岡駅前の施設概要,リッチモンドホテル盛岡駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
431,stage-144-2,ダイワロイネットホテル盛岡駅前,岩手県,盛岡,https://www.jalan.net/yad351773/,ダイワロイネットホテル盛岡駅前,verified,ダイワロイネットホテル盛岡駅前の施設概要,ダイワロイネットホテル盛岡駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
432,stage-144-3,ホテルメトロポリタン盛岡 NEW WING,岩手県,盛岡,https://www.jalan.net/yad309556/,ホテルメトロポリタン盛岡 ニューウイング,manual_verified,ホテルメトロポリタン盛岡 ニューウイングの施設概要,ホテルメトロポリタン盛岡 ニューウイング - 宿泊予約は＜じゃらんnet＞,0.5581,True,review_name,
433,stage-145-1,ダイワロイネットホテル青森,青森県,青森,https://www.jalan.net/yad304122/,ダイワロイネットホテル青森,verified,ダイワロイネットホテル青森の施設概要,ダイワロイネットホテル青森 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
434,stage-145-2,ホテルJALシティ青森,青森県,青森,https://www.jalan.net/yad335975/,ホテルJALシティ青森,verified,ホテルJALシティ青森の施設概要,ホテルJALシティ青森 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
435,stage-145-3,リッチモンドホテル青森,青森県,青森,https://www.jalan.net/yad362925/,リッチモンドホテル青森,verified,リッチモンドホテル青森の施設概要,リッチモンドホテル青森 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
436,stage-146-1,ダイワロイネットホテル山形駅前,山形県,山形,https://www.jalan.net/yad326892/,ダイワロイネットホテル山形駅前,verified,ダイワロイネットホテル山形駅前の施設概要,ダイワロイネットホテル山形駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
437,stage-146-2,ホテルメトロポリタン山形,山形県,山形,https://www.jalan.net/yad313105/,ホテルメトロポリタン山形,verified,ホテルメトロポリタン山形の施設概要,ホテルメトロポリタン山形 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
438,stage-146-3,コンフォートホテル山形,山形県,山形,https://www.jalan.net/yad346600/,コンフォートホテル山形,verified,コンフォートホテル山形の施設概要,コンフォートホテル山形 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
439,stage-147-1,ホテルフォルクローロ高畠,山形県,高畠,https://www.jalan.net/yad318885/,ホテル フォルクローロ高畠＜JR東日本ホテルズ＞,verified,ホテル フォルクローロ高畠＜JR東日本ホテルズ＞の施設概要,ホテル フォルクローロ高畠＜JR東日本ホテルズ＞ - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
440,stage-147-2,ホテルモントビュー米沢,山形県,米沢,https://www.jalan.net/yad308308/,ホテルモントビュー米沢,verified,ホテルモントビュー米沢の施設概要,ホテルモントビュー米沢 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
441,stage-147-3,東横INN米沢駅前,山形県,米沢,https://www.jalan.net/yad386247/,東横ＩＮＮ 米沢駅前,verified,東横ＩＮＮ 米沢駅前の施設概要,東横ＩＮＮ 米沢駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
442,stage-148-1,ホテル日航新潟,新潟県,新潟,https://www.jalan.net/yad387312/,ホテル日航新潟,verified,ホテル日航新潟の施設概要,ホテル日航新潟 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
443,stage-148-2,アパホテル&リゾート〈新潟駅前大通〉,新潟県,新潟,https://www.jalan.net/yad397576/,アパホテル＆リゾート〈新潟駅前大通〉,verified,アパホテル＆リゾート〈新潟駅前大通〉の施設概要,アパホテル＆リゾート〈新潟駅前大通〉 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
444,stage-148-3,JR東日本ホテルメッツ 新潟,新潟県,新潟,https://www.jalan.net/yad335918/,JR東日本ホテルメッツ 新潟,verified,JR東日本ホテルメッツ 新潟の施設概要,JR東日本ホテルメッツ 新潟 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
445,stage-149-1,ホテル日航新潟,新潟県,新潟,https://www.jalan.net/yad387312/,ホテル日航新潟,verified,ホテル日航新潟の施設概要,ホテル日航新潟 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
446,stage-149-2,アパホテル&リゾート〈新潟駅前大通〉,新潟県,新潟,https://www.jalan.net/yad397576/,アパホテル＆リゾート〈新潟駅前大通〉,verified,アパホテル＆リゾート〈新潟駅前大通〉の施設概要,アパホテル＆リゾート〈新潟駅前大通〉 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
447,stage-149-3,JR東日本ホテルメッツ 新潟,新潟県,新潟,https://www.jalan.net/yad335918/,JR東日本ホテルメッツ 新潟,verified,JR東日本ホテルメッツ 新潟の施設概要,JR東日本ホテルメッツ 新潟 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
448,stage-150-1,ホテル日航新潟,新潟県,新潟,https://www.jalan.net/yad387312/,ホテル日航新潟,verified,ホテル日航新潟の施設概要,ホテル日航新潟 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
449,stage-150-2,アパホテル&リゾート〈新潟駅前大通〉,新潟県,新潟,https://www.jalan.net/yad397576/,アパホテル＆リゾート〈新潟駅前大通〉,verified,アパホテル＆リゾート〈新潟駅前大通〉の施設概要,アパホテル＆リゾート〈新潟駅前大通〉 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
450,stage-150-3,JR東日本ホテルメッツ 新潟,新潟県,新潟,https://www.jalan.net/yad335918/,JR東日本ホテルメッツ 新潟,verified,JR東日本ホテルメッツ 新潟の施設概要,JR東日本ホテルメッツ 新潟 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
451,stage-151-1,ホテルニューオータニ長岡,新潟県,長岡,https://www.jalan.net/yad301332/,ホテルニューオータニ長岡,verified,ホテルニューオータニ長岡の施設概要,ホテルニューオータニ長岡 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
452,stage-151-2,JR東日本ホテルメッツ 長岡,新潟県,長岡,https://www.jalan.net/yad375795/,JR東日本ホテルメッツ 長岡,verified,JR東日本ホテルメッツ 長岡の施設概要,JR東日本ホテルメッツ 長岡 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
453,stage-151-3,ホテル法華クラブ新潟長岡,新潟県,長岡,https://www.jalan.net/yad336795/,ホテル法華クラブ新潟長岡,verified,ホテル法華クラブ新潟長岡の施設概要,ホテル法華クラブ新潟長岡 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
454,stage-152-1,ダイワロイネットホテル富山駅前,富山県,富山,https://www.jalan.net/yad366765/,ダイワロイネットホテル富山駅前,verified,ダイワロイネットホテル富山駅前の施設概要,ダイワロイネットホテル富山駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
455,stage-152-2,ホテルJALシティ富山,富山県,富山,https://www.jalan.net/yad361004/,ホテルＪＡＬシティ富山,verified,ホテルＪＡＬシティ富山の施設概要,ホテルＪＡＬシティ富山 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
456,stage-152-3,富山エクセルホテル東急,富山県,富山,https://www.jalan.net/yad315174/,富山エクセルホテル東急,verified,富山エクセルホテル東急の施設概要,富山エクセルホテル東急 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
457,stage-153-1,ダイワロイネットホテル富山駅前,富山県,富山,https://www.jalan.net/yad366765/,ダイワロイネットホテル富山駅前,verified,ダイワロイネットホテル富山駅前の施設概要,ダイワロイネットホテル富山駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
458,stage-153-2,ホテルJALシティ富山,富山県,富山,https://www.jalan.net/yad361004/,ホテルＪＡＬシティ富山,verified,ホテルＪＡＬシティ富山の施設概要,ホテルＪＡＬシティ富山 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
459,stage-153-3,富山エクセルホテル東急,富山県,富山,https://www.jalan.net/yad315174/,富山エクセルホテル東急,verified,富山エクセルホテル東急の施設概要,富山エクセルホテル東急 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
460,stage-154-1,ダイワロイネットホテル富山駅前,富山県,富山,https://www.jalan.net/yad366765/,ダイワロイネットホテル富山駅前,verified,ダイワロイネットホテル富山駅前の施設概要,ダイワロイネットホテル富山駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
461,stage-154-2,ホテルJALシティ富山,富山県,富山,https://www.jalan.net/yad361004/,ホテルＪＡＬシティ富山,verified,ホテルＪＡＬシティ富山の施設概要,ホテルＪＡＬシティ富山 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
462,stage-154-3,富山エクセルホテル東急,富山県,富山,https://www.jalan.net/yad315174/,富山エクセルホテル東急,verified,富山エクセルホテル東急の施設概要,富山エクセルホテル東急 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
463,stage-155-1,ホテルフォルツァ金沢,石川県,金沢,https://www.jalan.net/yad378719/,FORZA ホテルフォルツァ金沢,verified,FORZA ホテルフォルツァ金沢の施設概要,FORZA ホテルフォルツァ金沢 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
464,stage-155-2,三井ガーデンホテル金沢,石川県,金沢,https://www.jalan.net/yad334419/,三井ガーデンホテル金沢,verified,三井ガーデンホテル金沢の施設概要,三井ガーデンホテル金沢 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
465,stage-155-3,東急ステイ金沢,石川県,金沢,https://www.jalan.net/yad329525/,東急ステイ金沢,verified,東急ステイ金沢の施設概要,東急ステイ金沢 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
466,stage-156-1,ホテルフォルツァ金沢,石川県,金沢,https://www.jalan.net/yad378719/,FORZA ホテルフォルツァ金沢,verified,FORZA ホテルフォルツァ金沢の施設概要,FORZA ホテルフォルツァ金沢 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
467,stage-156-2,三井ガーデンホテル金沢,石川県,金沢,https://www.jalan.net/yad334419/,三井ガーデンホテル金沢,verified,三井ガーデンホテル金沢の施設概要,三井ガーデンホテル金沢 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
468,stage-156-3,東急ステイ金沢,石川県,金沢,https://www.jalan.net/yad329525/,東急ステイ金沢,verified,東急ステイ金沢の施設概要,東急ステイ金沢 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
469,stage-157-1,ホテルフォルツァ金沢,石川県,金沢,https://www.jalan.net/yad378719/,FORZA ホテルフォルツァ金沢,verified,FORZA ホテルフォルツァ金沢の施設概要,FORZA ホテルフォルツァ金沢 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
470,stage-157-2,三井ガーデンホテル金沢,石川県,金沢,https://www.jalan.net/yad334419/,三井ガーデンホテル金沢,verified,三井ガーデンホテル金沢の施設概要,三井ガーデンホテル金沢 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
471,stage-157-3,東急ステイ金沢,石川県,金沢,https://www.jalan.net/yad329525/,東急ステイ金沢,verified,東急ステイ金沢の施設概要,東急ステイ金沢 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
472,stage-158-1,コートヤード・バイ・マリオット福井,福井県,福井,https://www.jalan.net/yad361196/,コートヤード・バイ・マリオット福井,verified,コートヤード・バイ・マリオット福井の施設概要,コートヤード・バイ・マリオット福井 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
